127.0.0.1 - - [08/Feb/2023:13:30:08 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:03:41 +0900] "GET /web01/TV/QLED4K.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:03:45 +0900] "GET /web01/myproject/computer_else.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:03:45 +0900] "GET /web01/include/computer_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:03:46 +0900] "GET /web01/myproject/kitchen.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:03:46 +0900] "GET /web01/include/kitchen_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:03:47 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:08:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 764
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:08:51 +0900] "GET /web01/include/tv_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:08:51 +0900] "GET /web01/TV/QLED4K.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:32 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:34 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:37 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:37 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:37 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 802
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:37 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:38 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:38 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:38 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:09:38 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:10:23 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 791
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:10:23 +0900] "GET /web01/TV/QLED4K.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:07 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:07 +0900] "GET /web01/TV/QLED4K.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:08 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:20 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:22 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:23 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:23 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:28 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 832
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:28 +0900] "GET /web01/include/tv_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:28 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:48 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:49 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:50 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:50 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:50 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:50 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:51 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:52 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:52 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:52 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:52 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:52 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:52 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:53 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:53 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:53 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:53 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:54 +0900] "GET /web01/myproject/household.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:54 +0900] "GET /web01/include/computer_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:57 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3754
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:57 +0900] "GET /web01/mobile/buds2pro.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:59 +0900] "GET /web01/myproject/kitchen.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:59 +0900] "GET /web01/include/kitchen_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:14:59 +0900] "GET /web01/myproject/computer_else.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:15:00 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 841
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:15:04 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:15:08 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:22 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:22 +0900] "GET /web01/mobile/tabs8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:22 +0900] "GET /web01/mobile/galaxy.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:22 +0900] "GET /web01/mobile/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:25 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:37 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:39 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:39 +0900] "GET /web01/TV/QLED4K.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:42 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:48 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:17:51 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:20:27 +0900] "GET /web01/ch02/semantic-layout.html HTTP/1.1" 200 1773
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:20:27 +0900] "GET /web01/images/google.png HTTP/1.1" 200 5969
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:21:24 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:21:24 +0900] "GET /web01/include/tv_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:21:24 +0900] "GET /web01/TV/QLED4K.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:21:26 +0900] "GET /web01/myproject/TV.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:22:39 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:22:59 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:23:05 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:23:05 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:23:05 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:23:05 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:23:05 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:36 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3798
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:38 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:38 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:38 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:39 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:39 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:39 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:39 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:40 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:41 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:26:41 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:27:09 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3855
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:27:11 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:27:11 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:28:52 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3885
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:32:14 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 3992
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:32:16 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:32:16 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:32:16 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:32:16 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:33:07 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4061
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:35:04 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4282
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:37:51 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:37:52 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:37:52 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:37:53 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:37:53 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:38:54 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:38:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:39:26 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:39:26 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:40:30 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4189
127.0.0.1 - - [08/Feb/2023:21:45:26 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:45:26 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4180
0:0:0:0:0:0:0:1 - - [08/Feb/2023:21:46:04 +0900] "GET /web01/myproject/mobile.html HTTP/1.1" 200 4169
